2,s904763166416134145,Incident on #NorthLine at Little Silver Station 
2,s904795877914619904,Incident on #NorthLine SB at Little Silver Station 
2,s605787096167555072,Incident on # Line BOTHDIR at Woodside-61st Street Station 
2,s588166040040902656,Update: Incident on # Line BOTHDIR at 111th Street Station 
2,s598383001358225408,Update: Incident on # Line BOTHDIR at 42nd Street-Times Square Station 
2,s900807489733750784,Updated: Incident on #Q88Bus at LIE and 108th Street (Queens) 
2,s905069025855774721,Updated: Incident on #Q58Bus WB at LIE and 108th Street (Queens) 
2,s905128344508911616,Updated: Incident on #GeorgeWashingtonBridge WB at New York Side/Upper Level 
2,s905069026577186816,Updated: Incident on #GeorgeWashingtonBridge WB at Mid-Span/Upper Level 
2,s901132658440327168,Incident on #GeorgeWashingtonBridge WB at New York Side/Lower Level 
2,s905077243847864320,Updated: Incident on #GeorgeWashingtonBridge WB at New York Side/Lower Level 
2,s904773218120151040,Incident on #JerseyLine at Spring Lake Station 
2,s904773217390354432,Incident on #NorthLine SB at Spring Lake Station 
2,s903796767090724865,Incident on #I287 NB at New Jersey Turnpike 
2,s906895426636455937,Updated: Incident on #FLine NB at Jay Street-Metro Tech Station 
2,s904729221855096832,Incident on #MontaukBranch from Jamaica Station to Montauk Station 
2,s901022156263501824,Incident on #RoadBus at Long Island Park and Ride Locations 
2,s906803803780939776,Incident on #NewJerseyTurnpike SB at South of Interchange - Pennsylvania Turnpike 
2,s906833832720191488,Updated: Incident on #NewJerseyTurnpike SB at South of Interchange - Pennsylvania Turnpike 
2,s904545719180288000,Incident on #NewJerseyTurnpike SB at South of Interchange - NJ 
2,s904554558034206722,Updated: Incident on #NewJerseyTurnpike SB at South of Interchange - NJ 
2,s906851893439287296,Incident on #NewJerseyTurnpike SB at North of Interchange - NJ 
2,s904342150997045249,Updated: Incident on #NewJerseyTurnpike NB at South of Interchange - Carteret-Rahway 
2,s906919583642157057,Incident on #NewJerseyTurnpikeEasternSpur NB at South of Interchange 15X - Secaucus Train Station 
2,s903934170388422657,Incident on #NewJerseyTurnpike NB at North of Interchange - NJ 
2,s900935783963516929,Incident on #NewJerseyTurnpikeEasternSpur SB at North of Interchange 17E - NJ /Lincoln Tunnel 
2,s900693634122731520,Incident on #NewJerseyTurnpikeEasternSpur NB at Interchange 16E - NJ /Lincoln Tunnel 
2,s904858515579260928,Updated: Incident on #NewJerseyTurnpikeEasternSpur NB at Interchange 16E - NJ /Lincoln Tunnel 
2,s906144739258499073,Updated: Incident on #NewJerseyTurnpike NB from North of Interchange 13A - Newark Liberty International...
2,s904334323993772032,Incident on #NewJerseyTurnpike NB from South of Interchange - Carteret-Rahway to South of Interchange -...
2,s904829607790219264,Incident on #NewJerseyTurnpike NB from South of Interchange - NJ to North of Interchange - NJ 
3,s899711944353075206,"Hwy 77NB @ I-80EB, slow speeds"
3,s339398768074031104,Maidstone State Hwy #vt #NEK has been re-opened. 
3,s904235952729673732,State Hwy at Rogers Lane has been reopened. RL
2,s904829855023464448,Incident on #NJ347 NB from Hunters Mill Rd to NJ 
2,s904857277219393536,Updated: Incident on #NJ347 NB from Hunters Mill Rd to NJ 
2,s710428219804147713,Incident on #7Line at 34th Street-Hudson Yards Station 
2,s880145993005715457,Updated: Incident on #7Line at 34th Street-Hudson Yards Station 
2,s655580053355569152,Incident on #7Line WB from Willets Point-Shea Stadium Station to 34th Street-Hudson Yards Station 
2,s744937671592640512,Incident on #7Line from 34th Street-Hudson Yards Station to Queensboro Plaza Station 
2,s694707567004622849,Update: Incident on #7Line BothDir from 34th Street-Hudson Yards Station to Queensboro Plaza Station 
2,s899744857601822720,Incident on #1Line NB at 168th Street-Washington Hts Station 
2,s650800091347992576,Incident on #7Line WB at 82nd Street-Jackson Hts Station 
2,s903292198061473793, We restrict our tree trimming hours to non-peak traffic times between AM - PM. Do you kno… 
2,s691689522535370753,Roadwork -: Title: Interstate northbound at mile marker Hot Springs Landing (HOT SPRINGS LANDING)Descrip... 
1,s841747704325767168,"However you get home today, be safe! #Mountainbike #stella2017 #snow #BTV  "
1,s902936310754664448, Hmmmm...let's loop in because this could be one of their signs.
1,s899702009099628544,"Stealing a peek, inside the workplace. Can't miss a snapshot of history. #SolarEclipse2017 "
2,s904379381975539712,Incident on #MorristownLine at Short Hills Station 
2,s903706918363025409,Travel Restrictions Scheduled on Several State Highways for Maintenance Operations in the Philadelphia Region 
3,s431460091511189504,highway SB in Brattleboro is reopened.
2,s884150603844333570,Tree no powerlines on Westbound highway WB at PINNACLE ROCK - NEMOURS.
2,s900341112455352322,Roadwork on highway southbound at To PA /Oregon Pike. There is a ramp restriction.
3,s824817519886213120,highway Putney #VT is back open.
3,s872501617559556098,highway @ Smithtown Rd. is now open.
3,s887423615196680192,highway WB on-ramps at Campostella are open. #hrtraffic
2,s892575565991075840,Tree no powerlines on Westbound highway WB at Old Evansville Pike.
3,s905146455769407489,"Obstruction on roadway; highway WB: at Exit18A, no lns clsd, Ocrd: :01PM.| :11P"
2,s898165780403171328,Roadwork on PA northbound at highway West. There is a ramp restriction.
2,s765945569877565440,Road Work on Northbound highway NB
2,s887824893164892160,Tree no powerlines on Northbound highway NB at Wades Run.
3,s898850347627814912,highway WB @ MP is now open. #TrafficAlert
3,s880007987464740865,Highway mm by O'Neill is reopened.
3,s873057452220071938,highway Westbound now open at MM .
3,s835256819123642368,UPDATE highway WB is now OPEN @ MM - Seward
3,s896798771828445185,Sequoyah Co: highway . miles west of Muldrow is OPEN....RRW 
2,s880850931612504065,SINGLE VEHICLE ROLLOVER on highway - NEAR CARDWELL at milepost . ... 
2,s864984220208254977,SINGLE VEHICLE ROLLOVER on highway - NEAR MULLAN PASS TURN OFF at milepost . ... 
2,s858246303956054016,Road Work on Southbound highway SB at Mile Marker ..
2,s871790941086126080,Tree no powerlines on Southbound highway SB at Mile Marker ..
2,s771323524128595970,Road Work on Northbound highway NB at Mile Marker .
2,s699262980421058560,Roadwork -: Title: highway northbound and southbound from mile marker to mile marker 65Description: Full road... 
2,s906067509396295680,"Obstruction on roadway; highway NB: mi N of Exit42, rht ln clsd, Ocrd: :09AM.| :11A"
3,s547438101153337345,highway: road reopened SB at WY State Line.
3,s623558691753627652,Highway through North Liberty to reopen as soon as Wednesday 
3,s881880427065114630,UPDATE: All lanes have reopened on highway E at Newtown Road in #hrtraffic
3,s897579239150583809,#MilwaukeeCounty highway WB all lanes now open. 
3,s828573124266491904,All lanes on highway WB are now open to traffic #TrafficAlert
3,s887332719918800896,TRAFFIC UPDATE: All lanes of highway are now open at Sharon Road.
3,s897916757125480448,All lanes of highway are open near Rose street again. Thank you for your patience.
3,s904032552305909763,"Update: Both lanes now open, highway WB @ MM near Shelton."
2,s905034386944516096,highway MM . SB near SR / mile All lanes slow &lt;= mins due to a stalled vehicle
3,s895646851231252480,highway MM . WB near Keystne/mile All lanes slow &lt;= mins due to an oversize load in transit
3,s895287922068475904,highway MM . SB near I-74W / mile All lanes slow &lt;= mins due to an oversize load in transit
3,s893161138170494982,highway MM . NB at E 56th / mile All lanes slow &lt;= mins due to an oversize load in transit
3,s902556463532580864,highway MM . NB near US 40E/ mile All lanes slow &lt;= mins due to an oversize load in transit
3,s891313030860066817,highway MM . NB near SR 37S / mile All lanes slow &lt;= mins due to an oversize load in transit
2,s725413156642648065, SB highway down to one lane for repairs. Will be that way at least through Thursday.
2,s905783476695302144,Roadwork on highway westbound at PA . There is a lane restriction.
2,s905798576575586305,Roadwork on highway westbound between PA South and Tilghman St. There is a lane restriction.
2,s903258333968203776,Roadwork on highway southbound at PA /Swedesford Rd. There is a lane restriction.
2,s903296584926023680,Roadwork on highway westbound between PA /Munster and PA /Munster. There is a lane restriction.
3,s760164312837226500,highway in Pittsford #VT is back open to one lane of travel at this time.
2,s901071927254679552,Roadwork on highway northbound between Mcclure Rd and Mcclure Rd. There is a lane restriction.
2,s906020034064957441,Roadwork on highway northbound at PA . There is a lane restriction.
2,s902852660918976512,Roadwork on highway northbound between PA and PA . There is a lane restriction.
2,s905962149213822977,Roadwork on highway westbound between PA North and Tilghman St. There is a lane restriction.
2,s906020538186833921,UPDATE: Roadwork on highway westbound between PA North and Tilghman St. There is a lane restriction.
2,s899620866367074305,Roadwork on highway westbound between PA /South 25th St and PA North. There is a lane restriction.
2,s905809645394161664,UPDATE: Roadwork on highway northbound between PA and Newark Rd. There is a lane restriction.
3,s897620714861322240," UPDATE: The right lane of northbound highway at NE 50th is back open, but the ramp from NE 45th is still c… "
3,s842533842137288705,highway westbound mm is open to one lane.
2,s905053160280121345,UPDATE: Vehicle fire on highway westbound at Mile Post: .. There is a lane restriction.
2,s902343309871521793,Vehicle fire on highway southbound at Mile Post: .. There is a lane restriction.
2,s901384990285586433,Roadwork on highway westbound at Mile Post: .. There is a lane restriction.
2,s902870780425498625,Roadwork on highway southbound at Mile Post: .. There is a lane restriction.
2,s902906012444884993,UPDATE: Roadwork on highway southbound at Mile Post: .. There is a lane restriction.
2,s899628415812325382,Roadwork on highway northbound at Mile Post: .. There is a lane restriction.
2,s903150120828628992,UPDATE: Roadwork on highway northbound at Mile Post: .. There is a lane restriction.
2,s903421917666975745,Roadwork on highway westbound between Mile Post: . and Mile Post: .. There is a lane restriction.
2,s901044245615849474,UPDATE: Roadwork on highway westbound between Mile Post: . and Mile Post: .. There is a lane restriction.
2,s898322310821593088,Roadwork on highway southbound between Mile Post: . and Mile Post: .. There is a lane restriction.
2,s903416877820542978,UPDATE: Roadwork on highway southbound between Mile Post: . and Mile Post: .. There is a lane restriction.
2,s903416377872142337,Roadwork on highway northbound between Mile Post: . and Mile Post: .. There is a lane restriction.
2,s903612164489007104,UPDATE: Roadwork on highway northbound between Mile Post: . and Mile Post: .. There is a lane restriction.
2,s838843110067220481,Clermont Co. - nightime lane restrictions scheduled on highway during week of March : 
2,s900801366133747714,highway MM . WB at Reagan / mile Right lane slow &lt;= mins due to maintenance work
2,s900565280857915392,highway MM . WB near SR / mile Right lane slow &lt;= mins due to maintenance work
2,s902811103109009409,highway MM . SB near SR /mile Right lane slow &lt;= mins due to maintenance work
3,s901053092652879872,#TRAVELADVISORY DeKalb Co: Trouble in the right lane AGAIN on highway/wb (Outer Loop) at Ashford Dunwoody. Slow from… 
2,s902911045953626112,Roadwork on highway northbound between Maryland State Line and Mile Post: .. There is a lane restriction.
2,s906167282430291973,highway MM . NB at Meridian/mile Left lane slow &lt;= mins due to a stalled vehicle
3,s796012755434213376,highway: road reopened .8mi N of SD50 W-Lake Andes.
2,s894873952526376960,highway MM . SB at Sam Jones/mile Ramp slow &lt;= mins due to a stalled vehicle
2,s892338603627614209,New: Object on roadway in Jackson on highway west at MM . Last updated at ::48AM. #fl511 
2,s899984764119199747,Roadwork on highway northbound between PA North/Pottsville and Intersection of OLD TOPTON RD in MAXATAWNY [2TWP]. There is a traffic disr
2,s689539958378336257,Roadwork -: Title: Intersection ClosureDescription: Roadwork at junction of highway and NM . The purpose of t... 
3,s904448973813026816,Noble Co: The inside lanes of highway northbound and southbound at mile marker . Roadway is OPEN.....RRW 
2,s905038267225174016,Incident on #I280 WB at highway 
2,s905046302064594946,Updated: Incident on #NJ3 WB at highway 
2,s904035849821716482,Incident on #US1 SB at highway 
2,s900805932887748614,Updated: Incident on #I676 SB at highway 
2,s809958879832383489,INCIDENT on highway - TOWN PUMP AND WYE ... 
2,s837842311090327552,INCIDENT on highway - LESS THAN MILE SOUTH OF RAVALLI at milepost ... 
2,s900815490637074432,Updated: Incident on #US1 SB from Meadow Rd to highway 
2,s838967192204931072,INCIDENT on highway - MILES WEST OF LOOKOUT PASS at milepost ... 
2,s875845684842430464,Incident highway NB in the MMMBT. All NB lanes stopped. #hrtraffic
2,s905103924016885760,Incident on #BLine SB from Prospect Park Station to Kings Highway Station 
2,s905120031368990721,Updated: Incident on #BLine SB from Prospect Park Station to Kings Highway Station 
2,s903565751495348224,Incident on #BLine NB at Kings Highway Station 
2,s906130655452557312,Incident on #BLine NB from Kings Highway Station to Prospect Park Station 
2,s904354471832162305,Incident on #NewJerseyTurnpikeWesternSpur at Interchange 15W - highway 
2,s903745954351853568,Updated: Incident on #NewJerseyTurnpikeWesternSpur SB from North of Interchange 15W - highway to South of...
2,s903935705239478273,Incident on #NewJerseyTurnpike NB at North of Interchange - highway 
3,s817016765528031232,View along highway outside of Logan. Take it slow and be prepared for snow and ice on roadways! 
2,s891602480836091904,highway MM . SB near SR / mile All lanes slow hours due to maintenance work
2,s903117327348236288,highway MM . NB at Zionsvle/mile Left lanes slow hours due to maintenance work
2,s903103940597821440,highway MM . SB at Lebanon/ mile Left lanes slow hours due to maintenance work
